effect_id,card_id,card_name,card_class,kind,ordinal,name,text,printed_cost,printed_damage,engine_source_path,engine_source_line_start,engine_source_line_end,engine_starter,engine_method_calls,engine_effect_tokens,generic_extraction,current_encoder,audit_status
card:150:ability:0,150,Hydrapple ex,pokemon,ability,0,[Ability] Ripening Charge,"Once during your turn, you may attach a Basic {G} Energy card from your hand to 1 of your Pokémon. If you attached Energy to a Pokémon in this way, heal 30 damage from that Pokémon.",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,1384,1390,activateSkillOnceTurn,"[""activateSkillOnceTurn"",""textEn"",""effectSelectAttachBasicEnergyHand"",""targetCardId"",""effect"",""targetPokemon"",""singleSelect"",""separator"",""effectEffectedCard"",""eVal""]","[""GRASS_ENERGY"",""AttachSelectedCard"",""Me"",""Heal""]","{""raw"":{""barrier"":0,""damage"":0,""draw"":0,""energy_active"":1,""energy_bench"":0,""gust"":0,""heal"":30,""immunity"":0,""mill"":0,""search"":0,""switch"":0},""status"":""parsed""}","{""included"":true,""raw"":{""barrier"":0,""damage"":0,""draw"":0,""energy_active"":1,""energy_bench"":0,""gust"":0,""heal"":30,""immunity"":0,""mill"":0,""search"":0,""switch"":0},""reason"":null}",pending
card:150:attack:0,150,Hydrapple ex,pokemon,attack,0,Syrup Storm,This attack does 30 more damage for each {G} Energy attached to all of your Pokémon.,●●,30,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,1390,1394,attack,"[""attack"",""textEn"",""preEffect"",""eVal"",""targetPokemon""]","[""AttackDamageChangeTypeEnergyCount"",""Me""]","{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":30,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":2,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:164:attack:0,164,Comfey,pokemon,attack,0,Flower Shower,Each player draws 3 cards.,{P},,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,12819,12824,attack,"[""attack"",""textEn"",""setPostEffect"",""effectDraw"",""effect"",""eVal""]","[""Draw"",""Enemy""]","{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":1,""discard_energy"":0,""draws_cards"":3,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":0,""deckout"":1,""discard_energy"":0,""draws_cards"":3,""energy_accel"":0,""energy_cost"":1,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:164:attack:1,164,Comfey,pokemon,attack,1,Play Rough,"Flip a coin. If heads, this attack does 20 more damage.",{P},20,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,12824,12830,attack,"[""attack"",""textEn"",""setPreEffect"",""effectBreakIfCoinTail"",""preEffectAttackDamageChange""]",[],"{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":1,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":20,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":1,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":1,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:169:attack:0,169,Duraludon,pokemon,attack,0,Hammer In,,{M},30,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,1585,1587,attack,"[""attack"",""textEn""]",[],"{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":30,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":1,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:169:attack:1,169,Duraludon,pokemon,attack,1,Raging Hammer,This attack does 10 more damage for each damage counter on this Pokémon.,{M}{M}●,80,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,1587,1591,attack,"[""attack"",""textEn"",""preEffectMe"",""eVal""]","[""AttackDamageChangeDamageCounter""]","{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":1,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":80,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":3,""immunity"":0,""item_lock"":0,""outrage"":1,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:174:ability:0,174,Fan Rotom,pokemon,ability,0,[Ability] Fan Call,"Once during your first turn, you may search your deck for up to 3 {C} Pokémon with 100 HP or less, reveal them, and put them into your hand. Then, shuffle your deck. You can’t use more than 1 Fan Call Ability during your turn.",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,1642,1646,activateSkillFirstTurn,"[""activateSkillFirstTurn"",""textEn"",""conditionNoSameNameSkillThisTurn"",""effectDeckToHandAndShuffle"",""targetPokemonCard"",""targetHpLessEqual"",""targetEnergyType""]","[""EnergyType"",""Colorless""]","{""raw"":{""barrier"":0,""damage"":0,""draw"":0,""energy_active"":0,""energy_bench"":0,""gust"":0,""heal"":0,""immunity"":0,""mill"":0,""search"":3,""switch"":0},""status"":""parsed""}","{""included"":true,""raw"":{""barrier"":0,""damage"":0,""draw"":0,""energy_active"":0,""energy_bench"":0,""gust"":0,""heal"":0,""immunity"":0,""mill"":0,""search"":3,""switch"":0},""reason"":null}",pending
card:174:attack:0,174,Fan Rotom,pokemon,attack,0,Assault Landing,"If there is no Stadium in play, this attack does nothing.",●,70,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,1646,1651,attack,"[""attack"",""textEn"",""preEffectFailAttack"",""existStadium""]",[],"{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":70,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":1,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:183:attack:0,183,Smoochum,pokemon,attack,0,Delightful Kiss,"Search your deck for up to 2 Basic {P} Energy cards and attach them to 1 of your Benched Pokémon. Then, shuffle your deck.",No cost,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,12859,12867,attack,"[""attack"",""textEn"",""setPostEffect"",""existMyBench"",""effectSelectAttachEnergyDeck"",""targetCardId"",""effect"",""targetBench"",""singleSelect"",""effectShuffle""]","[""PSYCHIC_ENERGY"",""AttachSelectedCard"",""Me""]","{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":2,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":2,""energy_cost"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:184:ability:0,184,Latias ex,pokemon,ability,0,[Ability] Skyliner,Your Basic Pokémon in play have no Retreat Cost.,,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,1739,1742,abilityBattleField,"[""abilityBattleField"",""textEn"",""effectNoRetreatCost"",""targetPokemon"",""targetBasicPokemon""]",[],"{""raw"":{""barrier"":0,""damage"":0,""draw"":0,""energy_active"":0,""energy_bench"":0,""gust"":0,""heal"":0,""immunity"":0,""mill"":0,""search"":0,""switch"":1},""status"":""parsed""}","{""included"":true,""raw"":{""barrier"":0,""damage"":0,""draw"":0,""energy_active"":0,""energy_bench"":0,""gust"":0,""heal"":0,""immunity"":0,""mill"":0,""search"":0,""switch"":1},""reason"":null}",pending
card:184:attack:0,184,Latias ex,pokemon,attack,0,Eon Blade,"During your next turn, this Pokémon can’t use attacks.",{P}{P}●,200,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,1742,1746,attack,"[""attack"",""textEn"",""postEffectMe""]","[""CannotAttackNextTurn""]","{""raw"":{""conditional"":0,""cooldown"":1,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":1,""counter_snipe"":0,""cubchoo"":0,""damage"":200,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":3,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:190:ability:0,190,Archaludon ex,pokemon,ability,0,[Ability] Assemble Alloy,"When you play this Pokémon from your hand to evolve 1 of your Pokémon during your turn, you may attach up to 2 Basic {M} Energy cards from your discard pile to your {M} Pokémon in any way you like.",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,1816,1820,abilityEvolve,"[""abilityEvolve"",""textEn"",""effectSelectAttachBasicEnergyTrash"",""targetCardId"",""effectAttachFromEach"",""targetPokemon"",""targetEnergyType""]","[""METAL_ENERGY"",""EnergyType"",""Metal""]","{""raw"":{""barrier"":0,""damage"":0,""draw"":0,""energy_active"":2,""energy_bench"":0,""gust"":0,""heal"":0,""immunity"":0,""mill"":0,""search"":0,""switch"":0},""status"":""parsed""}","{""included"":true,""raw"":{""barrier"":0,""damage"":0,""draw"":0,""energy_active"":2,""energy_bench"":0,""gust"":0,""heal"":0,""immunity"":0,""mill"":0,""search"":0,""switch"":0},""reason"":null}",pending
card:190:attack:0,190,Archaludon ex,pokemon,attack,0,Metal Defender,"During your opponent’s next turn, this Pokémon has no Weakness.",{M}{M}{M},220,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,1820,1824,attack,"[""attack"",""textEn"",""postEffectMe""]","[""NoWeaknessNextEnemyTurn""]","{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":220,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":3,""immunity"":0,""item_lock"":0,""outrage"":1,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:214:ability:0,214,Togekiss,pokemon,ability,0,[Ability] Wonder Kiss,"When your opponent’s Active Pokémon is Knocked Out, flip a coin. If heads, take 1 more Prize card. The effect of Wonder Kiss doesn’t stack.",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,2087,2092,abilityBattleField,"[""abilityBattleField"",""textEn"",""trigger"",""targetActive"",""targetPlayer"",""notStack"",""effectBreakIfCoinTail"",""effectTriggerSubject"",""eVal""]","[""TriggerType"",""Ko"",""Enemy"",""KoPrizeChangeAlways""]","{""raw"":{""barrier"":0,""damage"":0,""draw"":0,""energy_active"":0,""energy_bench"":0,""gust"":0,""heal"":0,""immunity"":0,""mill"":0,""search"":0,""switch"":0},""status"":""parsed""}","{""included"":true,""raw"":{""barrier"":0,""damage"":0,""draw"":0,""energy_active"":0,""energy_bench"":0,""gust"":0,""heal"":0,""immunity"":0,""mill"":0,""search"":0,""switch"":0},""reason"":null}",pending
card:214:attack:0,214,Togekiss,pokemon,attack,0,Speed Wing,,●●●,140,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,2092,2095,attack,"[""attack"",""textEn""]",[],"{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":140,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":3,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:235:attack:0,235,Budew,pokemon,attack,0,Itchy Pollen,"During your opponent’s next turn, they can’t play any Item cards from their hand.",No cost,10,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,2314,2318,attack,"[""attack"",""textEn"",""postEffect""]","[""CannotPlayItemNextTurn"",""Enemy""]","{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":1,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":10,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":0,""immunity"":0,""item_lock"":1,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:245:attack:0,245,Alakazam,pokemon,attack,0,Strange Hacking,Your opponent’s Active Pokémon is now Confused. You may move any number of damage counters on your opponent’s Pokémon to their other Pokémon in any way you like.,{P},,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,12954,12958,attack,"[""attack"",""textEn"",""postEffect"",""effect""]","[""Confuse"",""Enemy"",""DamageCounterSwitchAny""]","{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":1,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:245:attack:1,245,Alakazam,pokemon,attack,1,Psychic,This attack does 50 more damage for each Energy attached to your opponent’s Active Pokémon.,{P},10,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,12958,12962,attack,"[""attack"",""textEn"",""preEffect"",""eVal"",""targetActive""]","[""AttackDamageChangeEnergyCount"",""Enemy""]","{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":10,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":1,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:247:ability:0,247,Swirlix,pokemon,ability,0,[Ability] Festival Lead,"If Festival Grounds is in play, this Pokémon may use an attack it has twice in succession. If the first attack Knocks Out your opponent’s Active Pokémon, you may use an attack again after your opponent chooses a new Active Pokémon.",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,12966,12969,abilityBattleField,"[""abilityBattleField"",""textEn"",""effectFestivalLead""]",[],"{""raw"":{""barrier"":0,""damage"":0,""draw"":0,""energy_active"":0,""energy_bench"":0,""gust"":0,""heal"":0,""immunity"":0,""mill"":0,""search"":0,""switch"":0},""status"":""parsed""}","{""included"":true,""raw"":{""barrier"":0,""damage"":0,""draw"":0,""energy_active"":0,""energy_bench"":0,""gust"":0,""heal"":0,""immunity"":0,""mill"":0,""search"":0,""switch"":0},""reason"":null}",pending
card:247:attack:0,247,Swirlix,pokemon,attack,0,Sneaky Placement,Put 2 damage counters on 1 of your opponent’s Pokémon.,{P},,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,12969,12973,attack,"[""attack"",""textEn"",""postEffect"",""eVal"",""targetPokemon"",""singleSelect""]","[""DamageCounter"",""Enemy""]","{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":20,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":20,""cubchoo"":0,""damage"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":1,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:257:attack:0,257,N’s Darumaka,pokemon,attack,0,Rolling Tackle,,●●,20,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,2503,2505,attack,"[""attack"",""textEn""]",[],"{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":20,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":2,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:257:attack:1,257,N’s Darumaka,pokemon,attack,1,Flare,,{R}{R}●,50,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,2505,2508,attack,"[""attack"",""textEn""]",[],"{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":50,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":3,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:258:attack:0,258,N’s Darmanitan,pokemon,attack,0,Back Draft,This attack does 30 damage for each Basic Energy card in your opponent’s discard pile.,●●,30×,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,2514,2517,attack,"[""attack"",""textEn"",""preEffect"",""eVal"",""targetTrash"",""targetBasicEnergy""]","[""AttackDamageChangeTargetCount"",""Enemy""]","{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":30,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":2,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:258:attack:1,258,N’s Darmanitan,pokemon,attack,1,Flamebody Cannon,"Discard all Energy from this Pokémon, and this attack also does 90 damage to 1 of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)",{R}{R}●,90,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,2517,2522,attack,"[""attack"",""textEn"",""postEffectTrashEnergyMeAll"",""postEffectDamageBench""]",[],"{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":3,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":90},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":90,""deckout"":0,""discard_energy"":3,""draws_cards"":0,""energy_accel"":0,""energy_cost"":3,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":90},""reason"":null}",pending
card:272:ability:0,272,Lillie’s Clefairy ex,pokemon,ability,0,[Ability] Fairy Zone,The Weakness of each of your opponent’s {N} Pokémon in play is now {P}. (Apply Weakness as ×2.),,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,2670,2673,abilityBattleField,"[""abilityBattleField"",""textEn"",""effect"",""eVal"",""targetPokemon"",""targetCondition""]","[""SetWeakness"",""Enemy"",""TargetType"",""EnergyType""]","{""raw"":{""barrier"":0,""damage"":0,""draw"":0,""energy_active"":0,""energy_bench"":0,""gust"":0,""heal"":0,""immunity"":0,""mill"":0,""search"":0,""switch"":0},""status"":""parsed""}","{""included"":true,""raw"":{""barrier"":0,""damage"":0,""draw"":0,""energy_active"":0,""energy_bench"":0,""gust"":0,""heal"":0,""immunity"":0,""mill"":0,""search"":0,""switch"":0},""reason"":null}",pending
card:272:attack:0,272,Lillie’s Clefairy ex,pokemon,attack,0,Full Moon Rondo,This attack does 20 more damage for each Benched Pokémon (both yours and your opponent’s).,{P}●,20,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,2673,2677,attack,"[""attack"",""textEn"",""preEffect"",""eVal"",""targetBench""]","[""AttackDamageChangeTargetCount"",""Both""]","{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":20,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":2,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:292:attack:0,292,N’s Zorua,pokemon,attack,0,Scratch,,{D},20,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,2871,2874,attack,"[""attack"",""textEn""]",[],"{""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""status"":""parsed""}","{""included"":true,""raw"":{""conditional"":0,""cooldown"":0,""counter_snipe"":0,""cubchoo"":0,""damage"":20,""deckout"":0,""discard_energy"":0,""draws_cards"":0,""energy_accel"":0,""energy_cost"":1,""immunity"":0,""item_lock"":0,""outrage"":0,""probabilistic"":0,""recoil"":0,""retreat_lock"":0,""revenge"":0,""snipe"":0},""reason"":null}",pending
card:293:ability:0,293,N’s Zoroark ex,pokemon,ability,0,[Ability] Trade,"You must discard a card from your hand in order to use this Ability. Once during your turn, you may draw 2 cards.",,,Imitation-Learning/ptcg_engine/ptcgProgram 22/CardImpl.h,2880,2884,activateSkillOnceTurn,"[""activateSkillOnceTurn"",""textEn"",""costHandTrash"",""effectDraw""]",[],"{""raw"":{""barrier"":0,""damage"":0,""draw"":2,""energy_active"":0,""energy_bench"":0,""gust"":0,""heal"":0,""immunity"":0,""mill"":0,""search"":0,""switch"":0},""status"":""parsed""}","{""included"":true,""raw"":{""barrier"":0,""damage"":0,""draw"":2,""energy_active"":0,""energy_bench"":0,""gust"":0,""heal"":0,""immunity"":0,""mill"":0,""search"":0,""switch"":0},""reason"":null}",pending
