card_id,card_name,card_class,subtype,metadata_resolved,dataset_dates,source_archives,games_with_card,decks_with_card,total_copies,min_copies_in_containing_deck,max_copies_in_containing_deck,first_dataset_date,last_dataset_date,per_date
121,Dragapult ex,pokemon,Stage 2 Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",708,715,2145,3,3,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":499,""games_with_card"":492,""total_copies"":1497},""2026-07-13"":{""decks_with_card"":187,""games_with_card"":187,""total_copies"":561},""2026-07-14"":{""decks_with_card"":29,""games_with_card"":29,""total_copies"":87}}"
122,Tatsugiri,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",55,55,55,1,1,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":43,""games_with_card"":43,""total_copies"":43},""2026-07-13"":{""decks_with_card"":11,""games_with_card"":11,""total_copies"":11},""2026-07-14"":{""decks_with_card"":1,""games_with_card"":1,""total_copies"":1}}"
131,Duskull,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",1031,1035,2070,2,2,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":292,""games_with_card"":292,""total_copies"":584},""2026-07-13"":{""decks_with_card"":503,""games_with_card"":499,""total_copies"":1006},""2026-07-14"":{""decks_with_card"":240,""games_with_card"":240,""total_copies"":480}}"
132,Dusclops,pokemon,Stage 1 Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",1031,1035,2070,2,2,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":292,""games_with_card"":292,""total_copies"":584},""2026-07-13"":{""decks_with_card"":503,""games_with_card"":499,""total_copies"":1006},""2026-07-14"":{""decks_with_card"":240,""games_with_card"":240,""total_copies"":480}}"
133,Dusknoir,pokemon,Stage 2 Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",1031,1035,1982,1,2,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":292,""games_with_card"":292,""total_copies"":584},""2026-07-13"":{""decks_with_card"":503,""games_with_card"":499,""total_copies"":944},""2026-07-14"":{""decks_with_card"":240,""games_with_card"":240,""total_copies"":454}}"
140,Fezandipiti ex,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",10418,13028,13028,1,1,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":4036,""games_with_card"":3313,""total_copies"":4036},""2026-07-13"":{""decks_with_card"":4497,""games_with_card"":3562,""total_copies"":4497},""2026-07-14"":{""decks_with_card"":4495,""games_with_card"":3543,""total_copies"":4495}}"
141,Pecharunt ex,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip""]",9,9,9,1,1,2026-07-12,2026-07-13,"{""2026-07-12"":{""decks_with_card"":8,""games_with_card"":8,""total_copies"":8},""2026-07-13"":{""decks_with_card"":1,""games_with_card"":1,""total_copies"":1}}"
150,Hydrapple ex,pokemon,Stage 2 Pokémon,True,"[""2026-07-13""]","[""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip""]",6,6,12,2,2,2026-07-13,2026-07-13,"{""2026-07-13"":{""decks_with_card"":6,""games_with_card"":6,""total_copies"":12}}"
164,Comfey,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",270,271,1084,4,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":220,""games_with_card"":219,""total_copies"":880},""2026-07-13"":{""decks_with_card"":46,""games_with_card"":46,""total_copies"":184},""2026-07-14"":{""decks_with_card"":5,""games_with_card"":5,""total_copies"":20}}"
169,Duraludon,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",271,273,1092,4,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":117,""games_with_card"":115,""total_copies"":468},""2026-07-13"":{""decks_with_card"":140,""games_with_card"":140,""total_copies"":560},""2026-07-14"":{""decks_with_card"":16,""games_with_card"":16,""total_copies"":64}}"
174,Fan Rotom,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",172,172,177,1,2,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":111,""games_with_card"":111,""total_copies"":115},""2026-07-13"":{""decks_with_card"":60,""games_with_card"":60,""total_copies"":61},""2026-07-14"":{""decks_with_card"":1,""games_with_card"":1,""total_copies"":1}}"
183,Smoochum,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",53,53,53,1,1,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":25,""games_with_card"":25,""total_copies"":25},""2026-07-13"":{""decks_with_card"":1,""games_with_card"":1,""total_copies"":1},""2026-07-14"":{""decks_with_card"":27,""games_with_card"":27,""total_copies"":27}}"
184,Latias ex,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",217,217,226,1,2,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":72,""games_with_card"":72,""total_copies"":78},""2026-07-13"":{""decks_with_card"":115,""games_with_card"":115,""total_copies"":117},""2026-07-14"":{""decks_with_card"":30,""games_with_card"":30,""total_copies"":31}}"
190,Archaludon ex,pokemon,Stage 1 Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",271,273,1092,4,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":117,""games_with_card"":115,""total_copies"":468},""2026-07-13"":{""decks_with_card"":140,""games_with_card"":140,""total_copies"":560},""2026-07-14"":{""decks_with_card"":16,""games_with_card"":16,""total_copies"":64}}"
214,Togekiss,pokemon,Stage 2 Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",278,278,278,1,1,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":186,""games_with_card"":186,""total_copies"":186},""2026-07-13"":{""decks_with_card"":85,""games_with_card"":85,""total_copies"":85},""2026-07-14"":{""decks_with_card"":7,""games_with_card"":7,""total_copies"":7}}"
235,Budew,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",1896,1950,2484,1,2,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":896,""games_with_card"":869,""total_copies"":1316},""2026-07-13"":{""decks_with_card"":615,""games_with_card"":596,""total_copies"":727},""2026-07-14"":{""decks_with_card"":439,""games_with_card"":431,""total_copies"":441}}"
245,Alakazam,pokemon,Stage 2 Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",565,565,565,1,1,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":115,""games_with_card"":115,""total_copies"":115},""2026-07-13"":{""decks_with_card"":232,""games_with_card"":232,""total_copies"":232},""2026-07-14"":{""decks_with_card"":218,""games_with_card"":218,""total_copies"":218}}"
247,Swirlix,pokemon,Basic Pokémon,True,"[""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",294,294,1176,4,4,2026-07-14,2026-07-14,"{""2026-07-14"":{""decks_with_card"":294,""games_with_card"":294,""total_copies"":1176}}"
257,N’s Darumaka,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip""]",9,9,9,1,1,2026-07-12,2026-07-13,"{""2026-07-12"":{""decks_with_card"":8,""games_with_card"":8,""total_copies"":8},""2026-07-13"":{""decks_with_card"":1,""games_with_card"":1,""total_copies"":1}}"
258,N’s Darmanitan,pokemon,Stage 1 Pokémon,True,"[""2026-07-12"",""2026-07-13""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip""]",9,9,9,1,1,2026-07-12,2026-07-13,"{""2026-07-12"":{""decks_with_card"":8,""games_with_card"":8,""total_copies"":8},""2026-07-13"":{""decks_with_card"":1,""games_with_card"":1,""total_copies"":1}}"
272,Lillie’s Clefairy ex,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",171,171,171,1,1,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":36,""games_with_card"":36,""total_copies"":36},""2026-07-13"":{""decks_with_card"":105,""games_with_card"":105,""total_copies"":105},""2026-07-14"":{""decks_with_card"":30,""games_with_card"":30,""total_copies"":30}}"
292,N’s Zorua,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip""]",12,12,48,4,4,2026-07-12,2026-07-13,"{""2026-07-12"":{""decks_with_card"":10,""games_with_card"":10,""total_copies"":40},""2026-07-13"":{""decks_with_card"":2,""games_with_card"":2,""total_copies"":8}}"
293,N’s Zoroark ex,pokemon,Stage 1 Pokémon,True,"[""2026-07-12"",""2026-07-13""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip""]",12,12,48,4,4,2026-07-12,2026-07-13,"{""2026-07-12"":{""decks_with_card"":10,""games_with_card"":10,""total_copies"":40},""2026-07-13"":{""decks_with_card"":2,""games_with_card"":2,""total_copies"":8}}"
303,N’s Reshiram,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip""]",12,12,24,2,2,2026-07-12,2026-07-13,"{""2026-07-12"":{""decks_with_card"":10,""games_with_card"":10,""total_copies"":20},""2026-07-13"":{""decks_with_card"":2,""games_with_card"":2,""total_copies"":4}}"
305,Dunsparce,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",10896,13878,43351,1,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":4320,""games_with_card"":3471,""total_copies"":13102},""2026-07-13"":{""decks_with_card"":4774,""games_with_card"":3717,""total_copies"":15010},""2026-07-14"":{""decks_with_card"":4784,""games_with_card"":3708,""total_copies"":15239}}"
306,Dudunsparce ex,pokemon,Stage 1 Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",96,96,96,1,1,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":82,""games_with_card"":82,""total_copies"":82},""2026-07-13"":{""decks_with_card"":13,""games_with_card"":13,""total_copies"":13},""2026-07-14"":{""decks_with_card"":1,""games_with_card"":1,""total_copies"":1}}"
333,Riolu,pokemon,Basic Pokémon,True,"[""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",5,5,20,4,4,2026-07-13,2026-07-14,"{""2026-07-13"":{""decks_with_card"":2,""games_with_card"":2,""total_copies"":8},""2026-07-14"":{""decks_with_card"":3,""games_with_card"":3,""total_copies"":12}}"
341,Cynthia's Roselia,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",850,866,3463,3,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":567,""games_with_card"":553,""total_copies"":2267},""2026-07-13"":{""decks_with_card"":217,""games_with_card"":215,""total_copies"":868},""2026-07-14"":{""decks_with_card"":82,""games_with_card"":82,""total_copies"":328}}"
342,Cynthia's Roserade,pokemon,Stage 1 Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",850,866,2827,3,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":567,""games_with_card"":553,""total_copies"":1830},""2026-07-13"":{""decks_with_card"":217,""games_with_card"":215,""total_copies"":707},""2026-07-14"":{""decks_with_card"":82,""games_with_card"":82,""total_copies"":290}}"
343,Shaymin,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",10906,14182,14214,1,2,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":4252,""games_with_card"":3355,""total_copies"":4284},""2026-07-13"":{""decks_with_card"":4816,""games_with_card"":3705,""total_copies"":4816},""2026-07-14"":{""decks_with_card"":5114,""games_with_card"":3846,""total_copies"":5114}}"
344,Dwebble,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",6652,7397,28038,3,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":2833,""games_with_card"":2528,""total_copies"":10756},""2026-07-13"":{""decks_with_card"":2226,""games_with_card"":2020,""total_copies"":8467},""2026-07-14"":{""decks_with_card"":2338,""games_with_card"":2104,""total_copies"":8815}}"
345,Crustle,pokemon,Stage 1 Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",6652,7397,27981,3,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":2833,""games_with_card"":2528,""total_copies"":10720},""2026-07-13"":{""decks_with_card"":2226,""games_with_card"":2020,""total_copies"":8454},""2026-07-14"":{""decks_with_card"":2338,""games_with_card"":2104,""total_copies"":8807}}"
379,Cynthia's Gible,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",850,866,3464,4,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":567,""games_with_card"":553,""total_copies"":2268},""2026-07-13"":{""decks_with_card"":217,""games_with_card"":215,""total_copies"":868},""2026-07-14"":{""decks_with_card"":82,""games_with_card"":82,""total_copies"":328}}"
380,Cynthia's Gabite,pokemon,Stage 1 Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",850,866,3464,4,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":567,""games_with_card"":553,""total_copies"":2268},""2026-07-13"":{""decks_with_card"":217,""games_with_card"":215,""total_copies"":868},""2026-07-14"":{""decks_with_card"":82,""games_with_card"":82,""total_copies"":328}}"
381,Cynthia's Garchomp ex,pokemon,Stage 2 Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",850,866,2598,3,3,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":567,""games_with_card"":553,""total_copies"":1701},""2026-07-13"":{""decks_with_card"":217,""games_with_card"":215,""total_copies"":651},""2026-07-14"":{""decks_with_card"":82,""games_with_card"":82,""total_copies"":246}}"
387,Cynthia's Spiritomb,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",657,659,1293,1,2,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":436,""games_with_card"":434,""total_copies"":872},""2026-07-13"":{""decks_with_card"":161,""games_with_card"":161,""total_copies"":321},""2026-07-14"":{""decks_with_card"":62,""games_with_card"":62,""total_copies"":100}}"
400,Team Rocket's Tarountula,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",1208,1213,4852,4,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":451,""games_with_card"":451,""total_copies"":1804},""2026-07-13"":{""decks_with_card"":510,""games_with_card"":505,""total_copies"":2040},""2026-07-14"":{""decks_with_card"":252,""games_with_card"":252,""total_copies"":1008}}"
401,Team Rocket's Spidops,pokemon,Stage 1 Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",1208,1213,4852,4,4,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":451,""games_with_card"":451,""total_copies"":1804},""2026-07-13"":{""decks_with_card"":510,""games_with_card"":505,""total_copies"":2040},""2026-07-14"":{""decks_with_card"":252,""games_with_card"":252,""total_copies"":1008}}"
414,Team Rocket's Articuno,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",2739,2837,4876,1,2,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":1277,""games_with_card"":1221,""total_copies"":2256},""2026-07-13"":{""decks_with_card"":883,""games_with_card"":863,""total_copies"":1527},""2026-07-14"":{""decks_with_card"":677,""games_with_card"":655,""total_copies"":1093}}"
431,Team Rocket's Mewtwo ex,pokemon,Basic Pokémon,True,"[""2026-07-12"",""2026-07-13"",""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-12/pokemon-tcg-ai-battle-episodes-2026-07-12.zip"",""Imitation-Learning/Top-ladder-data/7-13/pokemon-tcg-ai-battle-episodes-2026-07-13.zip"",""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",1208,1213,2426,2,2,2026-07-12,2026-07-14,"{""2026-07-12"":{""decks_with_card"":451,""games_with_card"":451,""total_copies"":902},""2026-07-13"":{""decks_with_card"":510,""games_with_card"":505,""total_copies"":1020},""2026-07-14"":{""decks_with_card"":252,""games_with_card"":252,""total_copies"":504}}"
432,Team Rocket's Wobbuffet,pokemon,Basic Pokémon,True,"[""2026-07-14""]","[""Imitation-Learning/Top-ladder-data/7-14/pokemon-tcg-ai-battle-episodes-2026-07-14.zip""]",201,201,201,1,1,2026-07-14,2026-07-14,"{""2026-07-14"":{""decks_with_card"":201,""games_with_card"":201,""total_copies"":201}}"
